label,text,text1,text2
89,supreme court fiancee complaining worker protected retaliation,['supreme filing fiancee complaining worker protected identity'],['in court fiancee complaining worker fired retaliation']
88,full sag award movie winner,['full sag the movie winner'],['2009 sag award 2013 winner']
45,poll gop catch dems social medium younger internet user pew,['poll gop catch Your social medium younger Facebook user polls'],['conservative gop lower dems social medium younger swing user pew']
27,saving house heating cooling,['saving house heating systems'],['saving house requires cooling']
96,paul rudd jesse peretz bushy beard sundance comedy idiot brother paulrudd jesseperetz sundance,['paul david jesse peretz bushy night in comedy idiot su paulrudd beard sund'],['kevin rudd dick peretz bushy beard musical comedy idiot brother paulrudd jesseperetz jewish']
56,hugochavez venezuelan commemorate democracy day january rebelleft,['hugochavez for forced democracy 11 january rebelleft'],['it can commemorate peace day january rebelleft']
55,weight loss diet plan living healthy acai berry,['weight loss workout plan @ healthy acai berry'],['weight defense diet plan living for acai berry']
66,yikes egyptian army start rounding journalist,['yikes American army start rounding out'],['yikes prosecutors office start rounding journalist']
37,rep giffords fitness level bodes well recovery add diet loaded fruit,['rep giffords fitness level eats well recovery add diet like cardio'],['rep increased fitness level increase well recovery add another loaded fruit']
87,check delicious chicken recipe,['check out chicken recipe'],['check his chicken recipe']
88,sag award winner list king speech fighter boardwalk empire rack trophy mawu,['sag award winner – king k fighter boardwalk air show trophy mawu'],['sag award winner list king speech fighter miss empire runner up mawu']
58,aurobindo pharma receives usfda approval levofloxacin tablet news,['aurobindo pharma receives environmental approval after safety data'],['aurobindo pharma or usfda use levofloxacin of usa']
30,keith olbermann current tv hosting chief news officer,['keith is current tv station chief news presenter'],['keith williams current tv hosting chief creative officer']
104,sign pledge text drive,['sign message text drive'],['student pledge text drive']
95,facebook privacy setting jour,['facebook privacy setting icon'],['a privacy setting jour']
99,doritos wit homo commercial time wit dat la superbowl,['doritos tu homo commercial time game bi la superbowl'],['talk wit boys commercial time wit dat la music']
75,christina aguilera screw national anthem,['christina black - national anthem'],['christina da screw culture anthem']
89,court third party sue retaliation case,['court third time sue retaliation at'],['should third party sue in case']
66,mte time cpj journalist targeted egypt,['mte - Egyptian journalist targeted egypt'],['mte daily magazine journalist targeted egypt']
40,france fox piven defies death threat taunt anchorman glenn beck,['france fox piven reports death threat by anchorman john beck'],['sly fox piven defies death threat taunt him jeff beck']
88,king speech won top prize weekend hollywood actor director securing standing,['king speech winning top prize weekend hollywood film status securing standing'],['king speech won top prize at hollywood best director remains standing']
109,gasland oscar nod draw industry ire gasland documentary detail environmental impact process called fra,['gasland oscar nod draw environmentalists ire -- documentary detail environmental impact process set for'],['gasland oscar to draw industry ire gasland documentary detail the impact process wrapped up']
26,unemployment rise state fall ap ap unemployment rate rose hawaii alohatone,['unemployment rise state fall ap ap ap drop in hawaii pay'],['period rise state fall ap ap growth rate per hawaii alohatone']
60,southern oregon fly fishing club,['southern Nevada river fishing club'],['southern lights fly fishing club']
74,lower credit card debt,['lower credit card charges'],['lower credit card to']
75,christina aguilera screw national anthem super bowl xlv judge,['christina aguilera screw off jury after bowl xlv judge'],['christina mc screw national anthem for kids xlv judge']
14,watching rite,['watching you'],['watching the']
60,fishing warm weather fish cold front litening fish feed read fishingreports,['fishing warm weather fish cold winter sea fish bite read fishingreports'],['fishing summer weather fishing cold front litening the feed read fishingreports']
55,weight loss diet plan living healthy acai berry people sticking,['weight loss diet 2 living healthy acai berry 2 fat'],['weight loss diet consisted of healthy acai berry flower sticking']
88,firth portman bale leo win screen actor prize king speech won best actor trophy sunday col,['firth dan del leo white screen actor prize king speech won best comedy trophy he col'],['david portman bale leo win screen actor prize blue carol won features actor trophy sunday col']
55,weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,['weight loss diet plan living cleans acai berry adi news and berry healthy weight lost diet'],['weight recovery diet aids living healthy life berry adi news acai radio promote weight loss imp']
25,tsa body scanner outline private part,['tsa body markings outline each part'],['the body scanner at private part']
62,starbucks trenta size hold entire bottle wine god bless america,['starbucks trenta beer hold my can wine god bless america'],['starbucks this size hold entire bottled wine god love america']
65,michelle obama coming atlanta bob keefe washington lady michelle obama planning travel,['michelle o arriving soon bob keefe washington home michelle obama planning travel'],['michelle obama give back bob keefe washington lady michelle roosevelt planning travel']
66,ki medium journalist egypt targeted beaten detained mubarak support,['ki medium journalist purportedly targeted when detained mubarak killed'],['a medium journalist egypt interviewed the detained mubarak support']
60,wind blowing east amazing fishing nearby island gonna plan trip catch barracuda,['wind blowing east amazing fishing place island gonna plan takeover of barracuda'],['wind islands east local fishing nearby island gonna whale trip catch barracuda']
106,appropriate apple shareholder demanding steve job succession plan macabre tone,['appropriate NYC shareholder demanding NY job succession take macabre tone'],['appropriate apple shareholder notification steve mac succession plan macabre...']
107,test case malaysia selva somali pirate captured international water malay,['test in malaysia 2 somali soldiers captured smuggling water malay'],['2000 flight from selva somali pirate captured international water malay']
77,ncis bomb love,['ncis bomb squad'],['ncis my love']
61,hu jintao visit fails thaw chinese relation north korea,['hu joint attempt fails thaw the relation north korea'],['hu jintao visit fails at chinese west border korea']
71,novak won australian open champion gotta beat champion,['novak won australian bush slam gotta inaugural champion'],['novak challenged australian open champion but beat champion']
82,avani news gop senator seek change born citizen usa today,['avani ki gop to seek change born we usa today'],['avani news gop also seek change for citizen in today']
88,fantastic news gt king speech lead oscar field nomination,['fantastic news gt king Macron lead oscar landslide victory'],['fantastic news james king speech lead oscar field host']
99,poseidon kia commercial awesome superbowl,['poseidon makes commercial for superbowl'],['angel entertainment commercial awesome superbowl']
99,doritos commercial redemption superbowl,['doritos commercial software schemes'],['doritos breakfast coffee superbowl']
75,christina fail ulera ear bleed time hear sing fucking national anthem forshame,['christina @ ulera ear bleed Please hear sing fucking national again please'],['without fail ulera ear bleed time limit sing fucking national group forshame']
45,power social medium,['power social media'],['and social medium']
45,poll gop catch dems social medium younger internet user pew social medium,['poll tracker catch dems social leader younger internet user current social medium'],['poll gop voting free social medium younger generation user pew social medium']
60,fishing find freshwater fishing lure cheap ebay buy,['fishing & freshwater fishing in cheap ebay buy'],['fishing find freshwater fishing lure cheap online internet']
88,king speech top directing prize,['king speech top directing style'],['audience speech top directing prize']
96,sundance time catch celebrity sighting glimpse going sundance festival,['sundance time for Bigfoot sighting by going sundance festival'],['sundance time out celebrity sighting glimpse going sundance on']
99,superbowl commercial winner vw vader xoom heard price bridgestone beaver,['superbowl commercial winner and vader xoom shirt price announcement video'],['superbowl 200 winner vw vader steve heard price sterling tire']
88,dtn hollywood king speech dominates oscar nomination feedburner share friend ente,['dtn - king speech inside oscar nomination forum share friend diff'],['dtn hollywood king speech award oscar nominee feedburner share friend winner']
17,white stripe officially call quits,['white spaces officially call away'],['dark stripe on call quits']
20,geez hide taco bell beef,['geez hide taco skillet soup'],['still hide on bell beef']
75,christina aguilera fumble national anthem christina aguilera flubbed belted nat,['christina punt fumble During anthem Carrie aguilera was belted out'],['barry taylor fumble national shield everyone aguilera flubbed belted nat']
22,health care litigation insurance mandate,['health care exchange insurance mandate'],['health care state insurance mandate']
72,kardashian family,['kardashian state'],['extended family']
99,problem doritos commercial punchline start superbowl,['problem doritos com punchline em superb'],['the solve commercial punchline abc superbowl']
11,kubicas injury major setback renaults assault title year petrov reserve driver will struggle pt,['kubicas injury major setback in assault plans for petrov reserve driver in struggle pt'],['kubicas car major in renaults assault title milos petrov reserve driver in struggle pt']
60,colorado river colorado fly fishing condition report kynd,['colorado river colorado - fishing trip in kynd'],['colorado river colorado state fishing condition report daily']
99,doritos commercial super bowl banned sexy ban,['doritos commercial super bowl rentals after ban'],['a commercial super bowl banned sexy story']
71,tennis murray set djokovic final andy murray battle reach australian open men single,['tennis murray tied and final andy 5 seeds reach wide open men single'],['tennis murray set djokovic and andy stone battle reach australian gentlemen men single']
95,changing facebook place privacy setting roll facebook place location glo,['changing off site privacy slider roll facebook place location glo'],['changing facebook place name setting on facebook place location draw']
74,offbeat idea eliminate credit card debt month offbeat idea eliminate credit card,['offbeat idea eliminate gifts card this month offbeat idea eliminate gift card'],['coin idea eliminate credit or debt month offbeat idea remove credit card']
87,time superbowl start time start planning wing recipe great wing recipe,['time superbowl holiday time start planning wing use great bird recipe'],['time dance start time new planning wing recipe great twist recipe']
99,greatest super bowl commercial bridgestone reply youtubeadblitz superbowl sb,['greatest crystal bowl commercial bridgestone artist = superbowl player'],['greatest american bowl winner bridgestone reply with superbowl sb']
104,seth godin news texting working shouldn text driving talk cell phone argu,['seth godin cc texting working shouldn text driving text cell video argu'],['seth godin news texting i shouldn text driving mom to phone argu']
37,giffords condition upgraded good,['giffords condition improved again'],['giffords condition maintained good']
86,breaking news jo murder accused remanded,['breaking leg jo morning accused remanded'],['breaking oath jo is accused remanded']
107,indian navy sink mother ship somali pirate arabian sea held fifteen pirate custody,['indian marines sink mother ship somali from arabian sea held largest pirate islands'],['indian navy rigged merchant ship stolen pirate arabian sea held fifteen pirate custody']
25,cnn jesse ventura slam tsa lawsuit count jesse ventura flier don junk touched,['cnn jesse ventura slam the lawsuit count Vincent van flier don junk blog'],['album jesse ventura slam music lawsuit count jesse ventura interviews don junk touched']
55,acai berry weight loss diet plan healthy weight reduction number diet plan,['acai berry muscle loss diet plan healthy cholesterol reduction number 1 plan'],['acai berry weight loss diet change lifestyle diet reduction number diet plan']
79,anti government protest spilling yemen business,['anti government protest for big business'],['1935 chinese protest spilling yemen business']
104,watched extreme makeover edition awsome lt,"['watched this makeover edition, lt']",['watched extreme vice edition on lt']
74,debt consolidation augment debt problem finance money,['debt problem augment debt problem for money'],['debt consolidation augment of loan finance money']
44,obama name press secretary,['obama name press room'],['obama state press secretary']
104,don text drive remember alex brown,"[""don'drive remember wearing brown""]",['don text drive and alex while']
23,amtrak senator ny nj rail tunnel plan york reuters amtrak announced plan monday,['amtrak senator ny nj with tunnel plan for reuters amtrak unveil plan today'],['amtrak senator ny nj south tunnel 10 york hall amtrak announced plan monday']
62,vooov starbucks trenta cup hold entire bottle wine,['vooov star trenta cup and entire bottle alone'],['vooov starbucks trenta cup hold some pot to']
79,worldchanging yemen president facing protest will seek extend term expires,['worldchanging yemen president facing protest of seek if presidency expires'],['worldchanging the president facing protest ordered to extend term expires']
94,laying horse betfair route,['laying horse lengths advantage'],['four horse burial route']
84,don agree hines ward nfl concussion hypocrisy,['don agree hines ward nfl census statistics'],['don wayne hines ward recurring concussion disorder']
104,pledge text drive,['pledge text format'],['the text drive']
99,doritos super bowl commercial funny second going overboard,['doritos super bowl commercial funny from going by'],['doritos magic bowl commercial funny tales going overboard']
85,best buy launch electronics buy program,['best buy launch easy buy online'],['computer buy weekly electronics buy program']
95,watch video learn protect privacy identity personal safety facebook profile,['watch video learn protect privacy and personal | facebook profile'],['watch video learn protect privacy identity biography contact facebook profile']
60,interesting community fishing derby feature angler ice lt lt,['interesting community and derby & angler friends lt lt'],['white community fishing derby salmon angler ice lt lt']
84,hosting live chat concussion cdcheadsup rehearsed emergency plan chat,['hosting live cameras concussion Trump rehearsed emergency plan details'],['hosting live match concussion cdcheadsup calling emergency calls chat']
68,dtn hollywood charlie sheen troubled timeline charlie sheen trouble pretty alw,['dtn star charlie and troubled Hollywood charlie sheen trouble pretty important'],['dead hollywood lucy sheen troubled timeline charlie sheen my pretty alw']
55,acai berry diet linda acai berry diet acai berry weightcrushers ambria dealcenter,['acai salad diet linda red berry - raw berry to ambria dealcenter'],['acai berry diet grape berry diet diet linda berry in ambria dealcenter']
22,judge rule health care law,['judge overseeing preventive care law'],['judge rule health care management']
38,aljazeera thousand protest jordan,['aljazeera protest protest jordan'],['ten thousand times jordan']
79,thousand march yemen president middle east independent,['thousand march yemen for middle east movement'],['thousand states yemen president north east independent']
99,superbowl commercial top number gt force volkswagen,['superbowl 6 top the drive force volkswagen'],['superbowl commercial code number gt force beat']
88,bbc news king speech lead oscar field,['bbc royal king speech lead of field'],['7 news sunday speech lead oscar field']
88,thrilled colin firth won best actor sag award well king speech best ensemble woo hoo,['thrilled min firth won best actor sag award well as speech to film woo hoo'],['thrilled colin firth won best actor sag and the king speech special performance woo hoo']
66,journalist attacked cairo journalist covering scene ground target,['journalist attacked cairo not covering the ground target'],['also attacked cairo journalist covering scene attack target']
55,random concept explicit acai berry weight full excitement,['random concept explicit acai berry // full description'],['random or explicit acai language weight full excitement']
55,acai berry effective weight loss pill current health article tafdropdn blue acai berry effective,['acai berry effective weight loss pill daily treatment regimen tafdropdn mg acai banana effective'],['acai grape effective ph change pill current health article in blue acai berry effective']
66,egyptian army start rounding journalist,['egyptian army start pouring out'],['egyptian army start rounding there']
58,fda approves premature birth drug philadelphia inquirer share friend top news health,['fda approves premature birth trial and inquirer share friend top public health'],['fda approves premature birth under discovery health share friend top news health']
20,truth chalupa ain beef alabama law firm claim lawsuit taco bell false adv,['truth chalupa called beef their law office drops lawsuit taco bell false adv'],['montana chalupa ain beef alabama law firm claim international taco pan burger adv']
79,domino working well yemen call emergency meeting ahead protest cnn,['domino working well yemen call emergency meeting related to arrests'],['just may well yemen call emergency meeting ahead protest cnn']
27,best way save energy live energy efficient save mo,['best way save green live energy efficient products mo'],['best way save energy or a efficient save mo']
63,biebs switch body jon stewart,['biebs switch body hair style'],['biebs switch → gordon stewart']
60,mastering big chill outdoors fishing news ice fishing kind,['mastering big chill outdoors outdoors news ice fishing articles'],['but big chill outdoors fishing news ice the kind']
88,king speech lead oscar nomination fact wrong king speech impresse,['king speech lead of nomination fact found king st impresse'],['king speech lead oscar performance on wrong man speech impresse']
99,pepsi promotes domestic violence crime superbowl ad,['pepsi e domestic violence crime prevention ad'],['pepsi promotes sexual violence with superbowl ad']
36,suicide bomber kill russia biggest airport,['suicide bombings kill Dubai biggest airport'],['suicide bus bombing russia biggest airport']
99,loved ad chrysler eminem super bowl commercial imported detroit,['loved ad chrysler eminem ad ad commercial du detroit'],['1993 ad chrysler eminem super bowl commercial local detroit']
60,treasure coast fishing report jan trout action good river angler sight cast,['treasure coast fishing area jan trout action good river side sight results'],['california coast fishing report jan trout international good river angler sight website']
71,djokovic thrash murray win australian open,['djokovic vs murray with australian heat'],['australia thrash murray win australian singles']
32,job wrong place memo president dear president state union ad,['job boards place memo for dear president state union ad'],['job wrong place memo president dear owner dear union ad']
108,reminder beware identity theft harm credit tip protect identity,['reminder beware data theft harm credit and protect identity'],['reminder beware false check harm credit tip protect identity']
36,dozen killed moscow airport suicide bombing noticias,['dozen Syria moscow airport suicide bombing crash'],['5 killed the airport suicide bombing noticias']
99,nice check video chrysler eminem super bowl commercial imported detroit,['nice check video : eminem super bowl im imported youtube'],['nice check video chrysler commercials super bowl live in detroit']
99,link superbowl ad motorola xoom tablet parody apple ad release feb,['link superbowl ad motorola xoom a parody of ad year feb'],['link tv ad motorola xoom tablet ad apple ad 2001 feb']
87,supermarket diet easy recipe quick healthy meal good lose weight delicious easy coo,['supermarket recipe helper recipe quick healthy meal good lose weight delicious easy desserts'],['quick diet meal recipe easy healthy meal good lose weight delicious easy coo']
95,change security setting facebook protect account international business time,['change security setting to protect account international version time'],['change security setting facebook or a international business time']
79,blemish org ten thousand turn rival rally yemen los angeles time reuterstens thousand turn,['blemish org ten thousand turn rival y pa los no time reuterstens un turn'],['blemish 11 ten per turn rival rally yemen los santos 2012 reuterstens thousand turn']
68,television network cbs write episode half men include charlie sheen,['television network will write episode half eaten by charlie sheen'],['television network cbs write out white men include charlie sheen']
56,chavez mark year office venezuelan president hugo chavez mark year power promising news,['chavez fifth year office venezuelan president hugo chavez mark mega power system reform'],['chavez mark year 23 venezuelan president rafael chavez mark political power promising news']
99,youtube video brisk eminem super bowl commercial,['youtube search brisk the super bowl commercial'],['sony video commercial eminem super bowl commercial']
88,whitneyport king speech tom hooper reign supreme director guild award,['whitneyport king speech from ho reign at director guild award'],['whitneyport king speech edward hooper reign supreme attorney general award']
99,watch coca cola superbowl commercial youtube ad blitz channel,['watch coca cola superbowl commercial video and web channel'],['music coca cola television commercial youtube ad blitz facebook']
60,simple tip holding white koi fish pond,['simple tip for white dog fish pond'],['simple glass top white koi fish pond']
104,sign text drive,['sign text navigation'],['sign to drive']
75,super bowl xlv christina aguilera repeat national anthem espn,['super bowl coach christina aguilera - national champion espn'],['super bowl xlv lisa aguilera nbc national exclusive espn']
81,motorola post earnings android,['motorola di earnings android'],['motorola post 2009 android']
19,governor cuomo budget proposal eliminates funding healthy family york,['governor details budget proposal for funding healthy family planning'],['2013 cuomo budget proposal eliminates funding senate family house']
97,financial aid proper method financial aid education applying financial aid financial aid essay,['financial safety proper method financial science education applying financially aid financial aid essay'],['social aid proper training financial aid education applying financial aid political aid essay']
88,king speech boardwalk empire score sag award big weekend king speech director,['king speech boardwalk to score sag award of weekend from speech director'],['king speech boardwalk empire score sag award nomination weekend festival speech richard']
77,watching blue blood cbs,['watching blue blood lake'],['watching old blood cbs']
107,south korea negotiating delivery somali breaking news south korea negotiating delivery,['south korea negotiating delivery : breaking news n korea negotiating session'],['nato korea negotiating delivery somali breaking news west korea political delivery']
99,mercedes benz super bowl commercial,['mercedes red super SUV commercial'],['mercedes benz super eagle commercial']
44,ap source obama pick biden spokesman white house press secretary,['ap source obama pick biden spokesman for house housing secretary'],['ap source obama pick quick npr white sands press secretary']
99,pepsi max people laughing commercial kind laugh american idol audition superbowl,['pepsi max and laughing commercial kind laugh at idol audition tapes'],['pepsi america happy laughing commercial kind laugh american idol mtv superbowl']
104,amazing gah sad cry eye text drive watching will,['amazing gah sad red eye text drive Get this'],['amazing gah sad love eye text drive and will']
96,star head sundance,['star _ sundance'],['no head sundance']
107,malaysia hold somali pirate saving ship,['malaysia hold somali hostages on ship'],['malaysia hold somali pirate film week']
79,teepeecreek ten thousand march yemen president ap teepeecreek,['teepeecreek ten dan boy yemen president candidate tee'],['teepeecreek ten thousand march yemen did he ।']
108,colorado nation scammed state denver coloradan receive scam invitation,['colorado do exchange state services coloradan receive scam invitation'],['quiz nation scammed state denver coloradan academy scam challenge']
88,king speech true grit lead oscar nomination,['king speech of grit lead oscar nomination'],['king produced mr grit lead oscar nomination']
55,best weight loss pill acai berry advantage king bop loved appreciated solely lucky en,['best weight loss recipes acai berry advantage rice bop loved appreciated solely for woman'],['in weight loss king acai berry advantage king bop loved appreciated solely by en']
60,sedative free whale fishing researcher tactic save endangered whale tangled,['sedative free whale fishing could tactic save more whale life'],['sedative free whale control researcher tactic save endangered population breeding']
87,chicken taquitos recipe epicurious,['chicken sausage super epicurious'],['chicken salad in epicurious']
75,perez hilton christina aguilera mess lyric national anthem super bowl ooop hitechcj,['perez hilton con las mess lyric national la super rock ooop o'],['perez hilton christina ross mess lyric national plaza bermuda bowl li hitechcj']
99,kia optimum epic ride super bowl commercial nfl fanhouse,['kia optimum epic / super bike commercial nfl fanhouse'],['ultimate optimum epic the pro bowl commercial nfl fanhouse']
51,spending cut toy library jeopardy,['spending cut toy prep cost'],['spending our toy library jeopardy']
75,christina aguilera mangle national anthem super bowl xlv superbowlxlv fb,['christina & mangle to anthem during bowl @ superbowlxlv fb'],['christina the mangle nation anthem super 8 xlv... fb']
72,kardashians suicide bomb fuck outta shit hate entire internet,['kardashians suicide to fuck outta shit if u internet'],['kardashians suicide note fuck outta mind hate entire life']
96,star head sundance,['star head games'],['my head sundance']
45,will egypt facebook powered revolution hard heel tunisian protest,['will egypt gas powered revolution hard hit tunisian economy'],['new egypt facebook powered revolution hard heel legal protest']
72,sunday episode kktny crazy,['sunday eve kktny 9'],['sunday was kktny ॥']
19,politics governor cuomo budget seek reverse sham york reuters york governor,['politics governor cuomo wants talks reverse sham york reuters york experiment'],['former governor cuomo budget seek reverse federal york for york governor']
88,el talent king speech cast honored santa barbara international film,['el talent choice speech I honored santa in international film'],['el talent king national cast honored santa barbara international records']
86,joanna yeates murder accused vincent tabak remanded custody vincent tabak man accused murdering,['joanna custody for conviction vincent tabak remanded custody vincent tabak man accused guilty'],['joanna yeates three accused vincent tabak suicide guilty vincent tabak man accused in']
20,opinion taco bell suit expose ignorance meat shortly news taco bell lawsuit ou,['opinion taco bell managers expose ignorance meat shortly of taco bell lawsuit claim'],['opinion taco bell suit expose real meat shortly news corp stanley lawsuit ou']
27,energy money office saving,['energy money office records'],['energy money needs saving']
87,chicken brick mark bittman simple delicious recipe mark bittman ny time column,['chicken brick mark a simple delicious recipe mark replies - the column'],['chicken brick chris bittman simple delicious soup mark bittman hot time column']
62,thought sbux couldn fantastic starbucks huge trenta cup hold entire bottle wine,['thought sbux couldn = in huge trenta cup hold entire million watch'],['thought sbux couldn find starbucks huge tin cup hold many bottle wine']
55,acacia berry diet acacia berry acai weight loss hcg diet plan happened account parti,['acacia berry coffee acacia bean acai weight consumption hcg > > happened account parti'],['camel berry diet camel berry acai weight loss hcg diet plan in after parti']
22,regular folk united responds ruling obamacare tcot mdreps hcr aacons bookerrising,['regular folk united on w order tcot s hcr aacons bookerrising'],['national folk united democratic ruling obamacare tcot of hcr aacons global']
97,beaumont quartet scholarship beaumont high girl signed letter intent college,['beaumont quartet with beaumont little girl signed letter intent engagement'],['beaumont quartet scholarship big league girl signed letter intent college']
87,perfect super bowl chili,['perfect super bowl set'],['perfect super bowl that']
84,aggressive tackling learn lasting damage concussion teen,['aggressive will learn lasting causes concussion teen'],['trauma tackling learn skills damage concussion teen']
109,gasland nominated academy award coga defends,['gasland nominated food award coga update'],['indicates nominated academy award winner defends']
101,black swan good movie melodramatic natalie portman phenominal shoe best actress,['black swan good movie melodramatic natalie bears style shoe foot of'],['black swan home health... natalie portman phenominal shoe store actress']
89,supreme court nasa intrusive background check,['supreme court allows intrusive of check'],['the court appointed intrusive background check']
75,aguilera fluff super bowl anthem,['aguilera with super bowl dip'],['she sings super bowl anthem']
88,mynews oscar nomination king speech real contender king speech brit mynews,['mynews royal nomination and speech real contender king dan brit mynews'],['mynews oscar nomination abc radio real contender king speech brit mag']
45,mob democracy facebook twitter youtube revolution politics daily,['mob democracy facebook facebook youtube party politics daily'],['news republic facebook twitter youtube revolution politics daily']
66,mt committee protect journalist rpts st journo die covering egypt jan,['mt committee cert a rpts de journo die de egypt jan'],['mt groups protect journalist rpts group journo group covering egypt jan']
90,child safety fredericksburg three key preventing bully encounter,['child says fredericksburg homes key preventing bully years'],['university of fredericksburg three key preventing bully encounter']
72,shoutout lmao kim kardashian real live slut,['shoutout on kim kill oh live slut'],['shoutout scott dixon of real live slut']
55,told thin ready burn fat,['told thin will burn fat'],['told thin ready made fat']
55,told trim fat ready check burn fat,['told says be ready check burn fat'],['told no fat ready check burn cause']
78,nominate shorty award food love food ve eating mcds year yea,['nominate shorty award food love fucking god eating mcds x yea'],['nominate excellence award food love food drink eating what year yea']
17,white stripe breakup ain,['white stripe breakup status'],['blue stripe breakup ain']
60,mike iaconelli bass fishing ike hook big bass difficult situation video ratin,['mike iaconelli bass player ike i big bass difficult on video highlights'],['mike tuck fly fishing ike hook big bass difficult situation video series']
60,cabo san lucas cabo san lucas fishing report january early don plan making dinner,['cabo san lucas cabo con lucas fishing report january 2013 don out on dinner'],['cabo sao lucas cabo santa lucas fishing report january 20 don pedro making dinner']
36,briton dead moscow blast british citizen people killed bomb attack moscow,['briton dead Dutch blast british citizen 3 killed Brussels attack Brussels'],['briton dead moscow blast british army people killed in attack killing']
90,standing bully employee leading example excellent article,['standing bully employee explains their excellent article'],['standing bully employee use example staff article']
62,excess best omg starbucks huge trenta sized drink hold entire bottle wine,['excess will omg buy huge trenta sized cans hold entire island wine'],['excess water omg starbucks huge trenta soft drink hold entire bottle of']
79,watching yemen,['watching videos'],['all yemen']
21,court put emanuel chicago mayor race,['court kicks off chicago mayor race'],['get put into chicago mayor race']
14,rite movie clip,['rite movie trailer'],['rite movie school']
41,copy obama birth certificate bill pass xmnr tcot gop,['copy our birth certificate Now pass to tcot gop'],['justice obama election notification bill pass xmnr tcot gop']
62,american wine glass hairpin starbucks trenta cup hold entire bottle wine,['american wine lovers hairpin starbucks silver cup hold cups of wine'],['american blue glass hairpin starbucks trenta will hold entire milk wine']
95,facebook privacy setting user,['facebook privacy profiles user'],['facebook privacy setting name']
19,liberty group back cuomo budget suffolk county project fiscal reform chance tcot nygop,['liberty maxim sa cuomo de suffolk county project gives reform chance tcot nygop'],['liberty group back cuomo budget national county total fiscal year chance tcot poll']
19,state budget school risk toddler yonkers longer attend pre school,['state budget school risk toddler yonkers longer at Kinder K'],['state budget and risk toddler yonkers may attend pre to']
21,countdown rahmageddon,['countdown 2'],['and rahmageddon']
29,global warming update bizarre weather destroyed crop whale,['global asteroid gives bizarre weather destroyed crop whale'],['global warming to bizarre weather and crop whale']
14,rite movie review horror movie claiming inspired true event including amityville horror,['rite movie review horror flick claiming inspired horrific event including amityville massacre'],['rite river review article movie claiming inspired true event including amityville and']
22,nytimes federal judge rule health law violates news breakingnews,['nytimes federal judges invalid health law violates California breakingnews'],['nytimes federal golden rule health law violates my story']
108,colorado nation scammed state identity theft protection expert warn informatio,['colorado nation scammed banks – history protection expert warn informatio'],['colorado nation inside news identity theft network expert warn informatio']
84,sideline test detect concussion minute foxnews,['sideline Dogs detect concussion minute earlier'],['sideline test reported concussion with foxnews']
88,king speech win best film gong king speech win best film accolade producer guild ameri,['king speech on best film gong king kings win best theatrical accolade producer guild awards'],['king speech win top film producer king speech win top movies accolade producer guild ameri']
96,kate bosworth happy sundance day,['kate crow - sundance day'],['kate seemed happy all day']
16,donald rumsfeld reflects writing memoir rumsfeld began thinking book unknown,['donald trump quit writing memoir i began thinking book unknown'],['donald rumsfeld reflects upon whilst rumsfeld began researching book unknown']
87,chicken vegetable herb brown rice,['chicken vegetable powder brown sugar'],['chicken vegetable food brown rice']
87,special chicken stew recipe chicken recipe stew recipe jamie oliver recipe love oliver bright star,['special chicken stew recipe chicken recipe perfect recipe wonderful oliver recipe love recipe 4 star'],['special chicken roast recipe chicken recipe stew recipes jamie oliver recipe love the bright star']
75,heard christina aguilera flubbed superbowl national anthem night,['heard christina christ flubbed in national anthem text'],['heard christina aguilera 2006 superbowl national teen chorus']
99,superbowl audi commercial,['superbowl halftime commercial'],['2 audi commercial']
60,hatteras jack fishing report rodanthe monday january nailed striper,['hatteras jack fishing out of 1 january black striper'],['hatteras area fishing report rodanthe monday of 18 striper']
74,credit card debt consolidation debt settlement option credit card debt consolidation debt sett,['credit card under discipline debt settlement option credit card debt consolidation debt trial'],['deposit card debt consolidation debt settlement option credit card debt consolidation deposit consolidation']
55,thin link burn fat,['thin link and fat'],['thin link burn from']
99,volkswagen present best super bowl commercial going second version brill,['volkswagen says in potato bowl commercial going second version brill'],['volkswagen present best of point defense going second version brill']
21,great breaking rahm emanuel ballot supreme court rule,['great breaking rahm of Jewish supreme court case'],['against breaking rahm emanuel for supreme court rule']
36,hindu killed suicide bomber strike moscow airport,['hindu killed after attack strike moscow airport'],['hindu killed suicide police strike moscow 1994']
107,indian navy seizes pirate indian ocean mothership don care tnfisherman,['indian navy brand US brand navy mothership don care tnfisherman'],['vietnam navy somali pirate indian ocean mothership don diego tnfisherman']
20,knew soy taco law firm sue taco bell claim beef label misleading,['knew soy taco law firm sue taco bell pepper beef was stolen'],['knew soy taco law firm sue taco bell over infringement and misleading']
19,gov andrew cuomo drop budget axe,['gov andrew after drop of axe'],['secretary andrew cuomo 2002 budget axe']
96,best photo day sundance swag edition eminem chuck dueces best pic,['best photo July 2012 swag edition eminem chuck due best pic'],['best photo essay sundance swag edition 2009 chuck dueces best album']
55,amazon acai berry weight loss expectation acai berry amazon named super fruit cl,['amazon acai berry confusion corrected expectation black berry amazon named super black cl'],['amazon acai land weight loss expectation acai berry amazon valley super fruit ।']
25,post tsa unveils generic body scan usa today big si fascism tsa,['post tsa unveils his opioid free usa today big on fascism tsa'],['post tsa unveils her body form usa today bang bang fascism tsa']
